province,city,district,address,longitude,latitude,count
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区联丰村,111.356888,30.67152,4
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区伍临路社区,111.35907,30.642759,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区江山社区,111.347092,30.643126,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区王家河社区,111.348526,30.646729,1
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区八宝塔社区,111.30368,30.682461,2
湖北省,宜昌市,伍家岗区,湖北省宜昌市伍家岗区宝江社区,111.330818,30.673416,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区梅子垭村,111.349602,30.76796,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区润城社区,111.367828,30.74556,5
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区绿洲社区,111.344872,30.767384,4
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区黄金卡社区,111.346291,30.771376,1
湖北省,宜昌市,夷陵区,湖北省宜昌市夷陵区茶园观社区,110.975121,30.98259,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市坝陵桥社区,111.79763,30.839729,5
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市烟集村,111.88678,30.890051,4
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市合意村,111.74617,30.7875,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市新民村,111.794823,30.81576,1
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市木店村,111.743332,30.767521,2
湖北省,宜昌市,当阳市,湖北省宜昌市当阳市王店村,111.673592,30.69911,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市三桥村,111.829391,30.353479,2
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市杨家河村,111.832458,30.398121,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市黄金村,111.651253,30.465349,1
湖北省,宜昌市,枝江市,湖北省宜昌市枝江市白鸭寺社区,111.737793,30.431049,1
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区双桥社区,111.430351,30.530714,1
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区桐岭新村社区,111.432938,30.523951,1
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区桐岭社区,111.432671,30.523809,2
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区红港新村社区,111.423157,30.53443,1
湖北省,宜昌市,猇亭区,湖北省宜昌市猇亭区鸡山社区,111.428749,30.52808,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区夷陵路社区,111.321678,30.670971,2
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区红星路社区,111.321678,30.670971,4
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区沙河社区,111.305046,30.712227,3
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区樵湖二路社区,111.292519,30.722481,17
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区乌龟碑社区,111.297737,30.710291,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区刘家大堰社区,111.296783,30.71207,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区土城路社区,111.306343,30.71195,2
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区土街头社区,111.282433,30.712851,2
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区大学路社区,111.315842,30.727739,7
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区常刘路社区,111.304146,30.712965,3
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区樵湖岭社区,111.286331,30.713936,2
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区石板溪社区,111.287758,30.709066,11
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区绿萝路社区,111.301262,30.705839,3
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区船柴西社区,111.301987,30.712311,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区营盘路社区,111.300873,30.71376,1
湖北省,宜昌市,西陵区,湖北省宜昌市西陵区铁路坝社区,111.291893,30.706945,4
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县龙王冲村,110.937759,30.640051,2
湖北省,宜昌市,长阳土家族自治县,湖北省宜昌市长阳土家族自治县湖口社区,111.208458,30.473499,2
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县营盘村,110.679733,31.31118,1
湖北省,宜昌市,兴山县,湖北省宜昌市兴山县龙珠社区,110.758614,31.348459,3
湖北省,宜昌市,五峰土家族自治县,湖北省宜昌市五峰土家族自治县大房坪社区,111.077568,30.170601,1
湖北省,宜昌市,五峰土家族自治县,湖北省宜昌市五峰土家族自治县桥河社区,111.0765,30.17277,1
湖北省,宜昌市,宜昌高新区,湖北省宜昌市宜昌高新区深圳路社区,111.321678,30.670971,10
湖北省,宜昌市,宜昌高新区,湖北省宜昌市宜昌高新区东山花园社区,111.314148,30.709089,1
湖北省,宜昌市,宜昌高新区,湖北省宜昌市宜昌高新区厦门路社区,111.311363,30.712561,2
湖北省,宜昌市,宜昌高新区,湖北省宜昌市宜昌高新区廖家湾社区,111.325363,30.718599,2
湖北省,宜昌市,宜昌高新区,湖北省宜昌市宜昌高新区长江社区,111.322868,30.688728,4
湖北省,宜昌市,宜昌高新区,湖北省宜昌市宜昌高新区官大堰村,111.570854,30.410505,2
湖北省,宜昌市,宜昌高新区,湖北省宜昌市宜昌高新区白洋镇社区,111.51413,30.420151,2
湖北省,宜昌市,宜都市,湖北省宜昌市宜都市洋溪社区,111.561127,30.24966,1
,,,,,,917
